ticker,name,sic_code,sic_description,market,primary_exchange,market_cap,total_employees,list_date,description
CCI,Crown Castle Inc.,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,43119131168.159996,5000.0,1998-08-18,"Crown Castle owns and leases roughly 40,000 cell towers in the United States. It also owns more than 90,000 route miles of fiber. It leases space on its towers to wireless service providers, which ins..."
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,,,stocks,XNYS,122819040.5,,,"Carlyle Credit Income Fund is a non-diversified, closed-end management investment company. The Fund's primary investment objective is to generate current income, with a secondary objective to generate..."
CCJ,Cameco Corporation,,,stocks,XNYS,29127054983.379997,2884.0,1996-03-14,"Cameco Corp is a provider of uranium needed to generate clean, reliable baseload electricity around the globe. one of those uranium producers. It has three reportable segments, Uranium, Fuel Services,..."
CCK,Crown Holdings Inc.,3411,METAL CANS,stocks,XNYS,11714876339.1,23000.0,1948-01-29,"Crown Holdings is one of the world's largest producers of metal packaging. The company manufactures beverage cans, metal food cans, and closures as well as aerosol cans. With the purchase of Signode, ..."
CCL,Carnival Corporation,4400,WATER TRANSPORTATION,stocks,XNYS,32801224199.670002,100000.0,1987-07-24,"Carnival is the largest global cruise company, with more than 90 ships in service at the end of fiscal 2024. Its portfolio of brands includes Carnival Cruise Lines, Holland America, Princess Cruises, ..."
CCU,Compania Cervecerias Unidas S.A.,,,stocks,XNYS,2455346584.44,9638.0,1994-11-04,"United Breweries Co Inc is a multi-category beverage company with operations in Chile, Argentina, Bolivia, Colombia, Paraguay and Uruguay. The company is a player in each one of the beverage categorie..."
CDE,"Coeur Mining, Inc.",1040,GOLD AND SILVER ORES,stocks,XNYS,5961979777.320001,2116.0,1979-07-27,Coeur Mining Inc is a metals producer focused on mining precious minerals in the Americas. It is involved in the discovery and mining of gold and silver and generates the vast majority of revenue from...
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),,,stocks,XNYS,1900473678.9,242.0,2023-12-08,"Cadeler AS is an offshore wind farm vessel contractor. It is engaged in offshore wind farm construction, maintenance, and decommissioning and provides marine and engineering operations to the wind ind..."
CDP,COPT Defense Properties,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,3193401283.38,427.0,1991-12-23,"COPT Defense Properties is a fully-integrated and self-managed real estate investment trust (REIT) focused on owning, operating and developing properties in locations proximate to, or sometimes contai..."
CE,Celanese Corporation Common Stock,2820,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)",stocks,XNYS,6226373199.059999,12163.0,2005-01-21,"Celanese is one of the world's largest producers of acetic acid and its downstream derivative chemicals, which are used in various end markets, including coatings and adhesives. The company is also on..."
CEF,Sprott Physical Gold and Silver Trust,,,stocks,ARCX,5877387945.54,,1986-04-03,"Sprott Physical Gold and Silver Trust is a closed end mutual fund trust. The trust invests and holds all of its assets in physical gold and silver bullion and seeks to provide a secure, convenient and..."
CEFS,Saba Closed-End Funds ETF,,,stocks,BATS,,,2017-03-21,
CEMB,iShares J.P. Morgan EM Corporate Bond ETF,,,stocks,BATS,,,2012-04-19,
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),,,stocks,XNYS,1836742545.9,1324.0,2018-02-02,Central Puerto SA is a power generation company. It is mainly engaged in electric power generation and commercialization. The company is also involved in the natural gas distribution public sector ser...
CETH,21Shares Core Ethereum ETF,6221,COMMODITY CONTRACTS BROKERS & DEALERS,stocks,BATS,,,2024-07-23,
CF,"CF Industries Holding, Inc.",2870,AGRICULTURAL CHEMICALS,stocks,XNYS,15042630821.25,2800.0,2005-08-11,"CF Industries is a leading producer and distributor of nitrogen, which is primarily used in fertilizers. The company operates nitrogen manufacturing plants primarily in North America. CF also produces..."
CFG,"Citizens Financial Group, Inc.",6022,STATE COMMERCIAL BANKS,stocks,XNYS,17931391029.3,17287.0,2014-09-24,"Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals..."
CFGpE,"Citizens Financial Group, Inc.Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series E",6022,STATE COMMERCIAL BANKS,stocks,XNYS,,17287.0,2019-10-21,"Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals..."
CFGpH,"Citizens Financial Group, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.375% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series H",6022,STATE COMMERCIAL BANKS,stocks,XNYS,,17287.0,2024-05-29,"Citizens Financial Group Inc is a bank holding company headquartered in Providence, Rhode Island. Through the bank, it offers various retail and commercial banking products and services to individuals..."
CFR,Cullen/Frost Bankers Inc.,6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,8302144700.739999,5854.0,1977-07-08,"Cullen/Frost is a regional US bank with around $50 billion in assets (as of 2024 year-end), and it focuses exclusively on the Texas market. The bank has deep expertise in this market. It has implement..."
CFRpB,"Cullen/Frost Bankers, Inc. Depositary Shares, each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock, Series B",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,5854.0,2020-11-12,"Cullen/Frost is a regional US bank with around $50 billion in assets (as of 2024 year-end), and it focuses exclusively on the Texas market. The bank has deep expertise in this market. It has implement..."
CGAU,Centerra Gold Inc.,,,stocks,XNYS,1502740836.3600001,1236.0,2004-06-29,"Centerra Gold Inc a gold mining and exploration company engaged in the operation, exploration, development, and acquisition of gold properties in Asia, North America, and other markets world-wide. The..."
CGBL,Capital Group Core Balanced ETF,,,stocks,ARCX,,,2023-09-28,
CGCP,Capital Group Core Plus Income ETF,,,stocks,ARCX,,,2022-02-24,
CGCV,Capital Group Conservative Equity ETF,,,stocks,ARCX,,,2024-06-27,
CGDG,Capital Group Dividend Growers ETF,,,stocks,ARCX,,,2023-09-28,
CGDV,Capital Group Dividend Value ETF,,,stocks,ARCX,,,2022-02-24,
CGGO,Capital Group Global Growth Equity ETF,,,stocks,ARCX,,,2022-02-24,
CGGR,Capital Group Growth ETF,,,stocks,ARCX,,,2022-02-24,
CGHM,Capital Group Municipal High-Income ETF,,,stocks,ARCX,,,2024-06-27,
CGNG,Capital Group New Geography Equity ETF,,,stocks,ARCX,,,2024-06-27,
CGUS,Capital Group Core Equity ETF,,,stocks,ARCX,,,2022-02-24,
CGW,Invesco S&P Global Water Index ETF,6282,INVESTMENT ADVICE,stocks,ARCX,,,2007-05-14,
CGXU,Capital Group International Focus Equity ETF,,,stocks,ARCX,,,2022-02-24,
CHAT,Roundhill Generative AI & Technology ETF,,,stocks,ARCX,,,2023-05-18,
CHAU,Direxion Daily CSI 300 China A Share Bull 2X Shares,,,stocks,ARCX,,,2015-04-16,
CHD,"Church & Dwight Co., Inc.",2840,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",stocks,XNYS,24310035737.85,5750.0,1976-12-30,"Church & Dwight is the leading global producer of baking soda. Its portfolio extends beyond its legacy category to include laundry products, cat litter, oral care, deodorant, and nasal care, all sold ..."
CHE,Chemed Corporation,8082,SERVICES-HOME HEALTH CARE SERVICES,stocks,XNYS,8046655084.5199995,15695.0,1972-06-01,"Chemed Corp purchases, operates, and divests subsidiaries engaged in diverse business activities to maximize shareholder value. Through its subsidiaries, the company operates in the following segments..."
CHGG,"CHEGG, INC.",8200,SERVICES-EDUCATIONAL SERVICES,stocks,XNYS,186498291.0,1271.0,2013-11-13,"Chegg Inc is an American educational services company. The Chegg platform provides products and services to support learners with their academic course materials, as well as their career and personal ..."
CHH,Choice Hotels Intnl.,7011,HOTELS & MOTELS,stocks,XNYS,5934039600.51,1700.0,1996-10-16,"As of Dec. 31, 2024, Choice Hotels operated 654,000 rooms across the economy, midscale, upscale, and extended-stay segments. Comfort Inn and Comfort Suites are the largest brands (26% of the company's..."
CHIQ,Global X MSCI China Consumer Discretionary ETF,,,stocks,ARCX,,,2009-12-01,
CHMI,CHERRY HILL MORTGAGE INVESTMENT CORPORATION,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,96995593.53,12.0,2013-10-04,Cherry Hill Mortgage Investment Corp operates as a real estate investment trust in the United States. It invests in residential mortgage assets to generate current yields and risk-adjusted total retur...
CHPT,"ChargePoint Holdings, Inc.",3790,MISCELLANEOUS TRANSPORTATION EQUIPMENT,stocks,XNYS,361933349.12,1395.0,2021-03-01,"ChargePoint Holdings Inc designs, develops, and markets networked electric vehicle charging system infrastructure and cloud-based services that enable consumers to locate, reserve, and authenticate EV..."
CHT,"CHUNGHWA TELECOM CO., LTD",,,stocks,XNYS,34342215876.850002,32452.0,2003-07-17,"Chunghwa Telecom Co Ltd is Taiwan's integrated telecom operator, providing fixed-line, wireless, and Internet and data services. The company segment consists of Consumer Business, Enterprise Business,..."
CHWY,"Chewy, Inc.",5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,stocks,XNYS,19311417286.04,18000.0,2019-06-14,"Chewy is the largest e-commerce petcare retailer in the US, generating $11.9 billion in fiscal 2024 sales across pet food, treats, hard goods, and pharmacy categories. The firm was founded in 2011, ac..."
CI,The Cigna Group,6324,HOSPITAL & MEDICAL SERVICE PLANS,stocks,XNYS,83188204705.79999,73500.0,1982-04-01,"Cigna primarily provides pharmacy benefit management and health insurance services. Its PBM and specialty pharmacy services, which were greatly expanded by its 2018 merger with Express Scripts, are mo..."
CIA,"Citizens, Inc.",6311,LIFE INSURANCE,stocks,XNYS,181542876.92000002,250.0,1988-12-30,Citizens Inc is an insurance holding company serving the life insurance needs of individuals in the United States. The company provides insurance benefits to residents in thirty two U.S. states and mo...
CIB,Grupo Cibest S.A. American Depositary Shares (each representing four (4) Preferred Shares),,,stocks,XNYS,10096778932.5,22227.0,1995-07-26,"Grupo Cibest SA formerly BanColombia SA is a financial services company. A conglomerate of financial institutions, BanColombia offers a wide range of product offerings and financial services, includin..."
CICB,CION Investment Corporation 7.50% Notes due 2029,,,stocks,XNYS,,,2024-10-09,
CIEN,Ciena Corporation,3661,TELEPHONE & TELEGRAPH APPARATUS,stocks,XNYS,10243468616.279999,8657.0,1997-02-07,"Ciena is a telecommunications equipment provider focused on optical transport technologies, with clients in a number of industries such as communication services providers, web-scale providers, cable ..."
CIF,MFS Intermediate High Income Fund,,,stocks,XNYS,31057048.35,,1988-07-22,Mfs Intermediate High Income Fund is a United States based diversified closed-end management investment company. Its investment objective is to seek high current income but may also consider capital a...
CII,"BlackRock Enhanced Large Cap Core Fund, Inc.",,,stocks,XNYS,867461321.22,,2004-04-28,"Blackrock Enhanced Cap&Inc Fund, Inc is a closed-end management investment company. Its objective is to provide total return through a combination of current income and capital appreciation. The trust..."
CIM,Chimera Investment Corp.,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,1113346987.5,77.0,2007-11-16,Chimera Investment Corporation is a real estate investment trust engaged in investing in a portfolio of mortgage assets on a leveraged basis. These investments include a variety of government-sponsore...
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,,,2024-05-28,
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,,,2024-08-23,
CIMpB,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,,77.0,2017-02-23,Chimera Investment Corporation is a real estate investment trust engaged in investing in a portfolio of mortgage assets on a leveraged basis. These investments include a variety of government-sponsore...
CIMpC,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,,77.0,2018-09-13,Chimera Investment Corporation is a real estate investment trust engaged in investing in a portfolio of mortgage assets on a leveraged basis. These investments include a variety of government-sponsore...
CIMpD,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,,77.0,2019-01-15,Chimera Investment Corporation is a real estate investment trust engaged in investing in a portfolio of mortgage assets on a leveraged basis. These investments include a variety of government-sponsore...
CINT,CI&T Inc,,,stocks,XNYS,787289525.0999999,7399.0,2021-11-10,"CI&T Inc is engaged in providing strategy, design, and software engineering services to enable digital transformation for companies. The company mainly develops customizable software through the imple..."
CIO,"CITY OFFICE REIT, INC.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,212284342.4,20.0,2014-04-15,"City Office REIT Inc is a real estate investment trust. It is focused on acquiring, owning, and operating high-quality office properties located predominantly in Sun Belt markets. The principal object..."
CION,CION Investment Corporation,,,stocks,XNYS,483843474.4,,2021-01-19,"CION Invt Corp is an externally managed, non-diversified, closed-end management investment company that has elected to be regulated as a business development company. The Company's portfolio is compri..."
CIVI,"Civitas Resources, Inc.",1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNYS,2727403677.2400002,655.0,2017-05-01,"Civitas Resources Inc is an independent exploration and production company engaged in the acquisition, development, and production of oil and associated liquids-rich natural gas in the Rocky Mountain ..."
CL,Colgate-Palmolive Company,2844,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",stocks,XNYS,73642876122.66,34000.0,1951-01-09,"Since its founding in 1806, Colgate-Palmolive has grown to become a leading player in the household and personal care arena. In addition to its namesake oral care line (which accounts for north of 40%..."
CLB,Core Laboratories Inc.,1389,"OIL & GAS FIELD SERVICES, NEC",stocks,XNYS,547123851.45,3500.0,1995-09-21,Core Laboratories Inc provides reservoir description and production enhancement services for oil and gas exploration and production. It provides data and analytics to aid well operators in determining...
CLDT,CHATHAM LODGING TRUST,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,357585017.7,17.0,2010-04-16,"Chatham Lodging Trust is a U.S.-based real estate investment trust that invests in upscale extended-stay hotels. The firm operates across various states in the U.S., including California, New York, Te..."
CLF,Cleveland-Cliffs Inc.,1000,METAL MINING,stocks,XNYS,3848425259.34,23000.0,1972-06-01,"Cleveland-Cliffs Inc is a flat-rolled steel producer and manufacturer of iron ore pellets in North America. It is organized into four operating segments based on differentiated products, Steelmaking, ..."
CLH,"Clean Harbors, Inc",4955,HAZARDOUS WASTE MANAGEMENT,stocks,XNYS,12072555697.32,25232.0,1987-11-24,"Clean Harbors Inc is an environmental and industrial services provider. It provides parts cleaning and related environmental services to commercial, industrial, and automotive customers. Its business ..."
CLI,,,,,,,,,Error: 请求失败: 404 Client Error: Not Found for url: https://api.polygon.io/v3/reference/tickers/CLI
CLPR,Clipper Realty Inc. Common Stock,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,62810063.940000005,171.0,2017-02-10,"Clipper Realty Inc is a self-administered and self-managed real estate company. It acquires, owns, manages, operates, and repositions multifamily residential and commercial properties in the New York ..."
CLS,"Celestica, Inc.",3672,PRINTED CIRCUIT BOARDS,stocks,XNYS,14103766347.0,26865.0,1998-06-30,Celestica Inc offers supply chain solutions. The company has two operating and reportable segments: Advanced Technology Solutions (ATS) and Connectivity & Cloud Solutions (CCS). The ATS segment consis...
CLVT,Clarivate Plc,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,stocks,XNYS,2964597119.96,12000.0,2019-05-14,"Clarivate is a data, information, and software workflow solutions company serving customers primarily in academia, government, law, life sciences, and healthcare. The company was formerly part of Thom..."
CLW,Clearwater Paper Corporation,2631,PAPERBOARD MILLS,stocks,XNYS,470600401.65,2200.0,1998-05-26,Clearwater Paper Corp is engaged in the manufacturing and supplier of Solid Bleached Sulfate (SBS) paperboard packaging products. The company products includes: SBS paperboard which is a premium paper...
CLX,Clorox Company,2842,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",stocks,XNYS,15714732892.5,7400.0,1972-06-01,"Since its start more than 100 years ago, Clorox has expanded to operate in a variety of consumer products categories, including cleaning supplies, laundry care, trash bags, cat litter, charcoal, food ..."
CM,Canadian Imperial Bank of Commerce,,,stocks,XNYS,64188234339.53999,48698.0,1997-11-13,"Canadian Imperial Bank of Commerce is Canada's fifth-largest bank with around CAD 1 trillion in assets. It operates four business segments: Canadian retail and business banking, Canadian commercial ba..."
CMA,Comerica Incorporated,6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,7695534973.440001,7928.0,1973-01-02,"With assets of around $80 billion, Comerica is primarily a relationship-based commercial bank headquartered in Dallas. In addition to Texas, Comerica's other primary geographies are California and Mic..."
CMBS,iShares CMBS ETF,,,stocks,ARCX,,,2012-02-16,
CMBT,CMB.TECH NV,,,stocks,XNYS,1891671972.9,2752.0,2009-09-09,"CMB.Tech NV owns and operates a fleet of vessels for international maritime shipping and storage of crude oil and petroleum products. It generate a large parts of their revenue from voyage charters, i..."
CMC,Commercial Metals Company,3312,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",stocks,XNYS,5723479225.05,13178.0,1972-06-01,"Commercial Metals Co operates steel mills, steel fabrication plants, and metal recycling facilities in the United States and manufactures rebar and structural steel, which are key product categories f..."
CMF,iShares California Muni Bond ETF,,,stocks,ARCX,,,2007-10-05,
CMG,"Chipotle Mexican Grill, Inc.",5812,RETAIL-EATING PLACES,stocks,XNYS,68890721320.0,130504.0,2006-01-26,"Chipotle Mexican Grill is the largest fast-casual chain restaurant in the United States, with systemwide sales of $11.3 billion in 2024. The Mexican concept is almost exclusively company-owned, with j..."
CMI,Cummins Inc.,3510,ENGINES & TURBINES,stocks,XNYS,44864014854.96,69600.0,1972-06-01,"Cummins is a leading manufacturer of diesel and other engines used in heavy- and medium-duty commercial trucks, off-highway equipment, and locomotives, in addition to prime power and standby generator..."
CMP,"Compass Minerals International, Inc.",1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),stocks,XNYS,844480391.38,1894.0,2003-12-12,"Compass Minerals currently produces two primary products: salt and specialty potash fertilizer. The company's main assets include rock salt mines in Ontario, Louisiana, and the United Kingdom. The fer..."
CMRE,Costamare Inc.,,,stocks,XNYS,1068988692.1,2720.0,2010-11-04,"Costamare Inc is an international owner and operator of containerships and dry bulk vessels. The company charter its containerships to the liner companies, providing transportation of containerized ca..."
CMS,CMS Energy Corporation,4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,20836960076.7,8324.0,1972-06-01,"CMS Energy is an energy holding company with three principal businesses. Its regulated utility, Consumers Energy, provides regulated natural gas service to 1.8 million customers and electric service t..."
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,,,2018-03-12,
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,,,2019-02-21,
CMSpC,"CMS Energy Corporation Depositary Shares, each representing a 1/1, 000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock, Series C",4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,,8324.0,2021-06-24,"CMS Energy is an energy holding company with three principal businesses. Its regulated utility, Consumers Energy, provides regulated natural gas service to 1.8 million customers and electric service t..."
CMTG,"Claros Mortgage Trust, Inc.",6500,REAL ESTATE,stocks,XNYS,416580943.74,,2021-11-03,Claros Mortgage Trust Inc is a real estate investment trust. The company is focused mainly on creating a diversified portfolio of income-producing loans collateralized by institutional quality commerc...
CNA,CNA Financial Corporation,6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,12592035378.45,6500.0,1969-02-03,"CNA Financial Corporation (CNAF) is an insurance holding company that provides commercial property and casualty insurance. The company operates under five segments: Specialty, Commercial and Internati..."
CNC,Centene Corporation,6324,HOSPITAL & MEDICAL SERVICE PLANS,stocks,XNYS,27746343280.0,60500.0,2001-12-13,"Centene is a managed care organization that focuses on government-sponsored healthcare plans, including Medicaid, Medicare, and the individual exchanges. Centene served 22 million medical members as o..."
CNH,CNH INDUSTRIAL N.V.,3531,CONSTRUCTION MACHINERY & EQUIP,stocks,XNYS,16055196484.05,35850.0,2013-09-30,CNH Industrial is the world's second largest manufacturer of agricultural machinery (82% of industrial net sales) as well as a major player in construction equipment (18% of industrial net sales). Its...
CNI,Canadian National Railway,,,stocks,XNYS,65636500000.0,24911.0,1995-11-17,"Canadian National's railway spans Canada from coast to coast and extends through Chicago to the Gulf of Mexico. In 2024, CN generated CAD 17 billion in revenue by hauling intermodal containers (22% of..."
CNK,"Cinemark Holdings, Inc.",7830,SERVICES-MOTION PICTURE THEATERS,stocks,XNYS,3613664786.2000003,29200.0,2007-04-24,Cinemark Holdings Inc is a geographically diverse operator in the motion picture exhibition industry in the United States. The company generates revenue from filmed entertainment box office receipts a...
CNM,"Core & Main, Inc.",5099,"WHOLESALE-DURABLE GOODS, NEC",stocks,XNYS,11252199883.09,5700.0,2021-07-23,"Core & Main Inc is a specialty distributor focusing on water, wastewater, storm drainage, and fire protection products and services. Catering to municipalities, private water companies, and contractor..."
CNMD,CONMED Corporation,3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,stocks,XNYS,1826689629.6,3900.0,1987-07-23,"Conmed Corp is a Utica, New York-based medical equipment company that focuses on sports medicine procedures and general surgeries. The Company's products are used by surgeons and other healthcare prof..."
CNNE,"Cannae Holdings, Inc. Common Stock",5810,RETAIL-EATING & DRINKING PLACES,stocks,XNYS,1235001899.66,7317.0,2017-11-20,"Cannae Holdings Inc is a holding company that manages and operates a group of companies and investments. The company's reportable segments are Restaurant Group, Dun & Bradstreet, Alight, BKFC, Corpora..."
CNO,"CNO Financial Group, Inc.",6321,ACCIDENT & HEALTH INSURANCE,stocks,XNYS,3784227238.0,3500.0,2003-09-30,"CNO Financial Group Inc is a holding company for a group of insurance companies that offers middle-income American consumers insurance and securities products through exclusive agents, independent pro..."
CNP,"CenterPoint Energy, Inc.",4911,ELECTRIC SERVICES,stocks,XNYS,23850695662.92,8872.0,1972-06-30,"CenterPoint Energy owns a portfolio of businesses. Its regulated electric utilities provide transmission and distribution services to more than 2.5 million customers in the Houston area, southern Indi..."
CNQ,Canadian Natural Resources Limited,,,stocks,XNYS,66189387120.0,10640.0,2000-07-31,"Canadian Natural Resources Ltd is an independent crude oil and natural gas exploration, development, and production company. The company's exploration and production operations are focused in North Am..."
CNR,"Core Natural Resources, Inc.",1220,BITUMINOUS COAL & LIGNITE MINING,stocks,XNYS,3573512757.36,2076.0,2017-11-14,Core Natural Resources Inc is a producer and exporter of coal. The company owns and operates longwall mining operations in the nation and export terminals on the Eastern seaboard. The principal activi...
CNS,Cohen & Steers Inc.,6282,INVESTMENT ADVICE,stocks,XNYS,3924375505.86,411.0,2004-08-13,"Cohen & Steers is a niche asset manager concentrating on real estate securities. The firm invests mainly in the equity shares of real estate investment trusts, with holdings in domestic and internatio..."
CNX,CNX Resources Corporation,1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNYS,4629680164.69,458.0,1999-04-30,"CNX Resources Corp is an independent low carbon intensity natural gas and midstream company engaged in the exploration, development, production and acquisition of natural gas properties in the Appalac..."
CNYA,iShares MSCI China A ETF,,,stocks,BATS,,,2016-06-15,
CODI,Compass Diversified,2510,HOUSEHOLD FURNITURE,stocks,XNYS,493547936.96,3156.0,2006-05-11,Compass Diversified Holdings is a diversified business conglomerate based in the United States having two groups: branded consumer business and industrial business. Branded consumer businesses are cha...
COF,Capital One Financial,6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,127380972268.44,53900.0,1994-11-16,"Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily..."
COFpI,"Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series I",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,53900.0,2019-09-04,"Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily..."
COFpJ,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock, Series J",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,53900.0,2020-01-28,"Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily..."
COFpL,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock, Series L",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,53900.0,2021-04-29,"Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily..."
COFpN,"Capital One Financial Corporation Depositary Shares, Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series N",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,53900.0,2021-07-26,"Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily..."
COG,,,,,,,,,Error: 请求失败: 404 Client Error: Not Found for url: https://api.polygon.io/v3/reference/tickers/COG
COHR,Coherent Corp.,3827,OPTICAL INSTRUMENTS & LENSES,stocks,XNYS,12620223207.09,26157.0,1987-10-02,"Coherent Corp engaged in materials, networking, and lasers, is a vertically integrated manufacturing company that develops, manufactures, and markets engineered materials, optoelectronic components an..."
COLD,"Americold Realty Trust, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,5002628317.61,13755.0,2018-01-19,"Americold Realty Trust Inc is the world's second-largest owner and operator of temperature-controlled warehouses behind privately held Lineage Logistics. The Atlanta, Georgia-based firm owns and opera..."
COMP,"Compass, Inc.",7371,SERVICES-COMPUTER PROGRAMMING SERVICES,stocks,XNYS,3210877596.08,2566.0,2021-04-01,Compass Inc provides an end-to-end platform that empowers residential real estate agents to deliver exceptional service to seller and buyer clients. The platform includes an integrated suite of cloud-...
CON,"Concentra Group Holdings Parent, Inc.",8093,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",stocks,XNYS,2830036700.16,200000.0,2024-07-25,"Concentra Group Holdings Parent Inc is a provider of occupational health services in the United States. The business is organized into three operating segments: occupational health centers, onsite hea..."
CONY,YieldMax COIN Option Income Strategy ETF,,,stocks,ARCX,,,2023-08-15,
COOK,"Traeger, Inc.",3630,HOUSEHOLD APPLIANCES,stocks,XNYS,252383876.16000003,666.0,2021-07-29,"Traeger Inc designs, sources, sells, and supports wood pellet fueled barbeque grills sold to retailers, distributors, and direct to consumers. It produces and sells the pellets used to fire the grills..."
COP,ConocoPhillips,2911,PETROLEUM REFINING,stocks,XNYS,111142578689.04001,11800.0,1972-06-30,"ConocoPhillips is a US-based independent exploration and production firm. In 2024, it produced 2.0 million barrels per day of oil and natural gas liquids and 3.4 billion cubic feet per day of natural ..."
COPX,Global X Copper Miners ETF (NEW),,,stocks,ARCX,,,2010-04-20,
COPY,"Tweedy, Browne Insider + Value ETF",,,stocks,ARCX,,,2024-12-27,
COR,"Cencora, Inc.",5122,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",stocks,XNYS,55036179133.65,46000.0,1995-04-04,"Cencora is one of three domestic leading pharmaceutical wholesalers. It sources and distributes branded, generic, and specialty pharmaceutical products to pharmacies (retail chains, independent, and m..."
CORN,Teucrium Corn Fund,6221,COMMODITY CONTRACTS BROKERS & DEALERS,stocks,ARCX,,,2010-06-09,
