ticker,name,sic_code,sic_description,market,primary_exchange,market_cap,total_employees,list_date,description
CACC,Credit Acceptance Corp,6141,PERSONAL CREDIT INSTITUTIONS,stocks,XNAS,5879596817.25,2431.0,1992-06-05,Credit Acceptance Corp is a consumer finance company that specializes in automobile loans. These loans are offered through a U.S. nationwide network of automobile dealers that benefit from sales of ve...
CAKE,Cheesecake Factory (The),5812,RETAIL-EATING PLACES,stocks,XNAS,2914228520.28,47900.0,1983-12-07,"Cheesecake Factory Inc owns and operates restaurants in the United States and Canada under brands that include The Cheesecake Factory, North Italia, and a collection within the Fox Restaurants Concept..."
CALM,Cal-Maine Foods Inc,0200,,stocks,XNAS,4730597406.45,3067.0,1996-12-12,"Cal-Maine Foods Inc produces and sells shell eggs. Its main market is the United States. The company's product portfolio contains nutritionally enhanced, cage-free, organic, and brown eggs. Cal-Maine ..."
CAMT,Camtek Ltd,,,stocks,XNAS,3394702654.64,656.0,2000-07-28,Camtek Ltd is engaged in the manufacturing of metrology and inspection equipment and software solutions for the semiconductor industry. Its systems inspect wafers for various semiconductor market segm...
CAPR,Capricor Therapeutics Inc,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,611570618.22,160.0,2002-06-20,"Capricor Therapeutics Inc is a clinical-stage biotechnology company focused on the development of transformative cell and exosome-based therapeutics for treating Duchenne muscular dystrophy (DMD), a r..."
CAR,"Avis Budget Group, Inc.",7510,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),stocks,XNAS,4437741337.9,24000.0,1968-12-02,"Avis Budget Group Inc is a provider of automotive vehicle rental and car-sharing services. Its brands include Avis, Budget, and Zipcar. Avis is targeted to serve the premium commercial and leisure seg..."
CARE,"Carter Bankshares, Inc. Common Stock",6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,383513255.28,680.0,2007-02-01,Carter Bankshares Inc is a bank holding company that conducts its business solely through the bank. The Bank earns revenue from interest on loans and securities and fees charged for financial services...
CARG,"CarGurus, Inc. Class A Common Stock",7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,stocks,XNAS,3165068932.5000005,1282.0,2017-10-12,"CarGurus Inc is a company that acts as an online automotive marketplace connecting buyers and sellers of new and used cars. The company provides three types of marketplace Listing products, Restricted..."
CART,Maplebear Inc. Common Stock,7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNAS,11972936918.880001,3265.0,2023-09-19,"Maplebear (Instacart) operates a leading grocery delivery platform in the United States and Canada. The company partners with various regional and national grocers, which offer their selection of food..."
CARV,"Carver Bancorp, Inc.",6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNAS,7409105.6,111.0,1994-10-26,Carver Bancorp Inc is a holding company and conducts its business as a unitary saving and loan holding firm and the business of the company consists of the operation of its subsidiary. The bank offers...
CASK,"Heritage Distilling Holding Company, Inc. Common Stock",2080,BEVERAGES,stocks,XNAS,4401714.96,83.0,2024-11-22,"Heritage Distilling Holding Co Inc is a craft distiller producing, marketing, and selling a diverse line of award-winning craft spirits, including whiskeys, vodkas, gins, rums, and ready-to-drink cann..."
CASS,Cass Information Systems Inc,7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNAS,569670357.36,1209.0,1996-01-02,"Cass Information Systems Inc is a provider of payment and information processing services to large manufacturing, distribution and retail enterprises across the United States. The company provides tra..."
CASY,Casey's General Stores Inc,5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,stocks,XNAS,15991770830.04,45359.0,1983-10-20,"Casey's serves as the nation's third-largest convenience store chain with its 2,900 locations primarily positioned in the Midwest United States. About half of Casey's stores are located in rural towns..."
CATH,Global X S&P 500 Catholic Values ETF,,,stocks,XNAS,,,,
CATY,Cathay General Bancorp,6022,STATE COMMERCIAL BANKS,stocks,XNAS,3128647449.81,1266.0,1990-12-17,Cathay General Bancorp is a regional bank predominantly serving the Chinese-American community. The company's policy is to reach out and actively offer services to low-to-moderate income groups in the...
CBLL,"CeriBell, Inc. Common Stock",3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,stocks,XNAS,643707221.8199999,281.0,2024-10-11,CeriBell Inc is a commercial-stage medical technology company focused on transforming the diagnosis and management of patients with serious neurological conditions. The Company has developed the Cerib...
CBNK,"Capital Bancorp, Inc.",6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,526414756.98,407.0,2018-09-26,"Capital Bancorp Inc is a bank holding company. The company through its holdings operates as a commercial-focused community bank that serves businesses, not-for-profit associations, and entrepreneurs t..."
CBRL,"Cracker Barrel Old Country Store, Inc,.",5812,RETAIL-EATING PLACES,stocks,XNAS,1352494603.74,77600.0,1981-11-05,"Cracker Barrel Old Country Store Inc operates hundreds of full-service restaurants throughout the United States. The restaurants of the company are open for breakfast, lunch, and dinner, with menus th..."
CBSH,Commerce Bancshares Inc,6022,STATE COMMERCIAL BANKS,stocks,XNAS,8473984462.62,4687.0,1973-01-02,"Commerce Bancshares Inc operates as the bank holding company for Commerce Bank. The bank is engaged in the general banking business, providing a broad range of retail, mortgage banking, corporate, inv..."
CBUS,"Cibus, Inc. Class A Common Stock",2870,AGRICULTURAL CHEMICALS,stocks,XNAS,79837668.89999999,159.0,2017-07-20,"Cibus Inc is a biotechnology company. The company develops and commercializes a proprietary gene-editing technology, Rapid Trait Development System that integrates crop specific cell biology platforms..."
CCAP,"Crescent Capital BDC, Inc. Common stock",,,stocks,XNAS,558517513.29,,2020-02-03,"Crescent Capital BDC Inc is a business development company structured as an externally managed, closed-end, non-diversified management investment company. The company's primary investment objective is..."
CCB,Coastal Financial Corporation,6022,STATE COMMERCIAL BANKS,stocks,XNAS,1343949767.68,488.0,2018-07-18,"Coastal Financial Corp is a bank holding company. Through its subsidiaries, the company conducts its business in three reportable segments which include, Community Bank, CCBX, and Treasury and Adminis..."
CCBG,Capital City Bank Group Inc,6022,STATE COMMERCIAL BANKS,stocks,XNAS,634273404.55,969.0,1997-02-03,"Capital City Bank Group Inc is a United States-based group engaged in Banking services, Trust and asset management services, and Brokerage services. The company operates in one segment with two princi..."
CCCC,"C4 Therapeutics, Inc.",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,119291899.44,110.0,2020-10-02,C4 Therapeutics Inc is a clinical-stage biopharmaceutical company dedicated to delivering on the promise of targeted protein degradation science to create a new generation of medicines that transforms...
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,5951313569.879999,2310.0,2021-08-02,"CCC Intelligent Solutions Holdings Inc is a provider of cloud, mobile, AI, telematics, hyperscale technologies and applications for the property and casualty insurance economy. The company's SaaS plat..."
CCD,Calamos Dynamic Convertible & Income Fund,,,stocks,XNAS,546239117.46,,2015-03-27,"Calamos Dynamic Convertible and Income Fund operates as a diversified, closed-end management investment company. The fund's investment objective is to provide total return through a combination of cur..."
CCEC,Capital Clean Energy Carriers Corp. Common Share,,,stocks,XNAS,1250091593.77,,2007-03-30,Capital Clean Energy Carriers Corp is an international shipping company. It is the platform of gas carriage solutions with a focus on the energy transition. The company owns 20 high-specification vess...
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,,,stocks,XNAS,42131679253.9,41000.0,1986-11-21,"CCEP is the second-largest bottling partner in the Coca-Cola system by volume, behind Coca-Cola Femsa, and primarily operates in developed Europe, Australasia, and South-East Asia.In 2024, CCEP sold 3..."
CCNE,CNB Financial Corp/PA,6022,STATE COMMERCIAL BANKS,stocks,XNAS,460077013.92,790.0,1995-02-01,"CNB Financial Corp is providing integrated financial solutions, which create value for both consumers and businesses. These solutions encompass deposit accounts, private banking, real estate, commerci..."
CCOI,"Cogent Communications Holdings, Inc.",4899,"COMMUNICATIONS SERVICES, NEC",stocks,XNAS,2415554697.6,1916.0,2002-02-01,"Cogent carries over one fifth of the world's internet traffic over its network and is a broadband provider for businesses. Cogent's corporate customers are in high-rise office buildings, where the fir..."
CCRN,Cross Country Healthcare Inc,7363,SERVICES-HELP SUPPLY SERVICES,stocks,XNAS,425416644.3,10113.0,2001-10-25,"Cross Country Healthcare Inc is a provider of total talent management services, including strategic workforce solutions, contingent staffing, permanent placement and consultative services for healthca..."
CCSI,"Consensus Cloud Solutions, Inc. Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,449441551.0,518.0,2021-09-30,Consensus Cloud Solutions Inc is a provider of secure information delivery services with a scalable Software-as-a-Service SaaS platform. It is engaged in fax cloud business. The Company operates in US...
CCTG,CCSC Technology International Holdings Limited Class A Ordinary Shares,,,stocks,XNAS,12507750.0,136.0,2024-01-18,"CCSC Technology International Holdings Ltd along with its subsidiaries is involved in the sale, design, and manufacturing of interconnect products, including connectors, cables, and wire harnesses. It..."
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,,,stocks,XNAS,,,2014-07-02,
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,,,stocks,XNAS,,,,
CDLX,"Cardlytics, Inc. Common Stock",7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",stocks,XNAS,93979278.10000001,440.0,2018-02-09,"Cardlytics Inc operates an advertising platform within financial institutions' digital channels, which include online, mobile, email, and various real-time notifications. The company operates through ..."
CDNA,"CareDx, Inc.",8071,SERVICES-MEDICAL LABORATORIES,stocks,XNAS,1098020426.28,650.0,2014-07-17,"CareDx Inc operates as a precision medicine company focused on the discovery, development, and commercialization of clinically differentiated, high-value healthcare solutions for transplant patients a..."
CDNS,Cadence Design Systems,7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,82365849720.0,12700.0,1987-06-10,"Cadence Design Systems is a provider of electronic design automation software, intellectual property, and system design and analysis products. EDA software automates and aids in the chip design proces..."
CDTX,"Cidara Therapeutics, Inc.",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,329174107.74,73.0,2015-04-15,"Cidara Therapeutics Inc is developing immunotherapeutics designed to help improve the standard of care for patients facing serious diseases. Its clinical-stage asset is CD388, a DFC intended for influ..."
CDW,CDW Corporation,5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,stocks,XNAS,23364896164.5,15100.0,2013-06-27,"CDW Corp is a multi-brand provider of information technology (""IT"") solutions to small, medium, and large business, government, education, and healthcare customers in the United States, the United Kin..."
CDXC,,,,,,,,,Error: 请求失败: 404 Client Error: Not Found for url: https://api.polygon.io/v3/reference/tickers/CDXC
CDXS,"Codexis, Inc.",2860,INDUSTRIAL ORGANIC CHEMICALS,stocks,XNAS,197170740.62,188.0,2010-04-22,"Codexis Inc is a provider of enzymatic solutions for efficient and scalable therapeutics manufacturing that leverages its proprietary CodeEvolver technology platform to discover, develop, and enhance ..."
CDZI,"CADIZ, Inc.",4941,WATER SUPPLY,stocks,XNAS,254635529.35999998,25.0,1990-03-26,"Cadiz Inc is a water solutions provider, dedicated to delivering clean, reliable, and affordable water for people. It provides water solutions with a combination of land, water, pipeline, and water fi..."
CECE,,,,,,,,,Error: 请求失败: 404 Client Error: Not Found for url: https://api.polygon.io/v3/reference/tickers/CECE
CECO,Ceco Environmental Corp,3564,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,stocks,XNAS,959288022.4,1600.0,1980-11-25,"CECO Environmental Corp serves the energy, industrial, and other niche markets. The company operates through the Engineered Systems segment that serves the power generation, refinery, water/wastewater..."
CEG,Constellation Energy Corporation Common Stock,4911,ELECTRIC SERVICES,stocks,XNAS,93918649094.20001,14264.0,2022-01-19,"Constellation Energy Corp producer of carbon-free energy and a supplier of energy products and services. The company offers generating capacity that includes nuclear, wind, solar, natural gas, and hyd..."
CELH,"Celsius Holdings, Inc. Common Stock",2086,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,stocks,XNAS,10897300303.68,1073.0,2006-11-01,"Celsius Holdings plays in the energy drink subsegment of the global nonalcoholic beverage market, with 95% of revenue concentrated in North America. Celsius' products contain natural ingredients and a..."
CELU,Celularity Inc. Class A Common Stock,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,47419473.42,123.0,2021-07-19,"Celularity Inc is a clinical-stage biotechnology company developing off-the-shelf placental-derived allogeneic cell therapies including genetically modified and unmodified NK cells, engineered T cells..."
CENN,Cenntro Inc. Common Stock,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,stocks,XNAS,28440498.1396,260.0,2022-01-03,"Cenntro Inc is a designer, manufacturer, distributor, and service provider of commercial vehicles powered by either electricity or hydrogen energy sources. The company's commercial vehicles are design..."
CENT,Central Garden and Pet Co,5190,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,stocks,XNAS,2291011356.9900002,6450.0,1993-07-14,Central Garden & Pet Co understands that home is central to life and has nurtured happy and healthy homes for over forty years. The segments of the company are the pet segment and garden segment. The ...
CENTA,Central Garden & Pet Company,5190,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,stocks,XNAS,2018981500.32,6450.0,2007-02-06,Central Garden & Pet Co understands that home is central to life and has nurtured happy and healthy homes for over forty years. The segments of the company are the pet segment and garden segment. The ...
CENX,Century Aluminum Co,3334,PRIMARY PRODUCTION OF ALUMINUM,stocks,XNAS,1877257547.0800002,2971.0,1996-03-29,Century Aluminum Co produces primary aluminum standard grade and value-added products. The firm operates smelter facilities in the United States and Iceland. The majority of revenue is generated from ...
CEPI,REX Crypto Equity Premium Income ETF,,,stocks,XNAS,,,2024-12-04,
CERS,Cerus Corp,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,281005905.6,281.0,1997-01-31,Cerus Corp is a biomedical products company focused on the field of blood transfusion safety. The INTERCEPT Blood System is designed to reduce the risk of transfusion-transmitted infections by inactiv...
CERT,"Certara, Inc. Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,1909492155.56,1546.0,2020-12-11,"Certara Inc accelerates medicines to patients using biosimulation software and technology to transform traditional drug discovery and development. It provides modeling and simulation, regulatory scien..."
CEVA,CEVA Inc.,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",stocks,XNAS,512049289.01,383.0,2002-11-01,"CEVA Inc is a licensor of signal-processing intellectual property. Through partnerships with semiconductor companies and original equipment manufacturers globally, the company helps produce devices fo..."
CFA,VictoryShares US 500 Volatility Wtd ETF,,,stocks,XNAS,,,2014-07-02,
CFFN,"Capitol Federal Financial, Inc.",6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNAS,757091196.36,659.0,1999-04-01,"Capitol Federal Financial Inc is a bank holding company that operates through its wholly-owned subsidiary bank, Capitol Federal Savings Bank. The bank is a community-oriented financial institution tha..."
CFLT,"Confluent, Inc. Class A Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,8302109075.64,3060.0,2021-06-24,"Confluent Inc provides a data streaming platform that enables customers to connect their applications, systems, and data layers and can be deployed as a fully managed cloud-native software-as-a-servic..."
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,,,stocks,XNAS,,,2014-07-02,
CG,The Carlyle Group Inc. Common Stock,6282,INVESTMENT ADVICE,stocks,XNAS,16821709336.98,2300.0,2012-05-03,"Carlyle Group is one of the world's largest alternative-asset managers, with $453 billion in total AUM, including $314 billion in fee-earning AUM, at the end of March 2025. The company has three core ..."
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,,,stocks,XNAS,,,2021-05-19,
CGBD,"Carlyle Secured Lending, Inc. Common Stock",,,stocks,XNAS,1030848151.34,,2017-06-14,"Carlyle Secured Lending Inc is a specialty finance company that is a closed-end, externally managed, non-diversified management investment company. It focuses on providing directly originated, financi..."
CGC,Canopy Growth Corporation Common Shares,2833,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,stocks,XNAS,302765542.20000005,960.0,2014-04-07,"Canopy Growth Corp, cultivates and sells medicinal and recreational cannabis and hemp through a portfolio of brands that include Doja, LivRelief, Ace Valley, Deep Space, and others. The Company is eng..."
CGNT,Cognyte Software Ltd. Ordinary Shares,,,stocks,XNAS,816239513.5999999,1600.0,2021-01-26,Cognyte Software Ltd provides security analytics software that empowers governments and enterprises with Actionable Intelligence. Its interface software is designed to help customers accelerate and im...
CGNX,Cognex Corp,3823,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",stocks,XNAS,5227309186.92,2914.0,1989-07-20,"Cognex Corp provides machine vision products that help automate manufacturing processes. The firm's products include vision software, vision systems, vision sensors, and ID products. Vision software c..."
CGO,Calamos Global Total Return Fund,,,stocks,XNAS,112719062.18,,2005-10-27,Calamos Global Total Return Fund is a closed-end management investment company. The fund's investment objective is to provide total return through a combination of capital appreciation and current inc...
CGON,"CG Oncology, Inc. Common stock",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,2094671463.84,113.0,2024-01-25,CG Oncology Inc is a late-stage clinical biopharmaceutical company focused on developing and commercializing a potential backbone bladder-sparing therapeutic for patients afflicted with bladder cancer...
CGTL,Creative Global Technology Holdings Limited Class A Ordinary Shares,,,stocks,XNAS,19798603.125,17.0,2024-11-26,"Creative Global Technology Holdings Ltd conducts its business through its subsidiary, which is a Hong Kong-based company sourcing and reselling recycled consumer electronic devices, currently mostly s..."
CHA,Chagee Holdings Limited American Depositary Shares,,,stocks,XNAS,5691456293.6,,2025-04-17,"Chagee Holdings Ltd is a premium tea drinks brand. It is engaged in the sales of freshly-made tea drinks, related raw materials, packaging, teahouse equipment and other supplies in China...."
CHCO,City Holding Co,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,1718205105.04,963.0,1987-06-23,"City Holding Co is a financial holding company. The company conducts its principal activities through its wholly-owned subsidiary, City National Bank of West Virginia (City National). Through the bank..."
CHDN,Churchill Downs Inc,7948,"SERVICES-RACING, INCLUDING TRACK OPERATION",stocks,XNAS,7193595137.77,8870.0,1993-03-29,"Churchill Downs Inc is a gaming entertainment, online wagering, and racing company. It operates through three business segments: Live and Historical Racing, Wagering Services, and Gaming. The Live and..."
CHEF,The Chef's Warehouse Inc,5141,"WHOLESALE-GROCERIES, GENERAL LINE",stocks,XNAS,2580148077.36,5029.0,2011-07-28,The Chefs' Warehouse Inc is a specialty food distributor in metropolitan areas across the United States and Canada. The company's product portfolio is comprised of imported and local specialty food pr...
CHKP,Check Point Software Technologies Ltd,,,stocks,XNAS,24686349539.4,6669.0,1996-06-28,"Check Point Software Technologies is a pure-play cybersecurity vendor. The company offers solutions for network, endpoint, cloud, and mobile security in addition to security management. Check Point, a..."
CHRD,Chord Energy Corporation Common Stock,1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNAS,5630510967.46,531.0,2020-11-20,"Chord Energy Corp is an independent exploration and production company. The company acquires, exploits, develops, and explores crude oil, natural gas, and natural gas liquids in the Williston Basin...."
CHRW,"C.H. Robinson Worldwide, Inc.",4731,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,stocks,XNAS,11367269750.279999,13781.0,1997-10-15,"C.H. Robinson is a top-tier non-asset-based third-party logistics provider with a significant focus on domestic freight brokerage (about 60% of net revenue), which reflects mostly truck brokerage but ..."
CHSCL,"CHS Inc Class B Cumulative Redeemable Preferred Stock, Series 4",,,stocks,XNAS,,,2015-01-13,"CHS Inc is an integrated agricultural enterprise, that provides grain, food, and energy resources to businesses and consumers. Its Energy segment produces and provides wholesale distribution of petrol..."
CHSCM,"CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",,,stocks,XNAS,,,2014-09-08,"CHS Inc is an integrated agricultural enterprise, that provides grain, food, and energy resources to businesses and consumers. Its Energy segment produces and provides wholesale distribution of petrol..."
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,,,stocks,XNAS,,,2014-03-06,"CHS Inc is an integrated agricultural enterprise, that provides grain, food, and energy resources to businesses and consumers. Its Energy segment produces and provides wholesale distribution of petrol..."
CHTR,Charter Comm Inc Del CL A New,4841,CABLE & OTHER PAY TELEVISION SERVICES,stocks,XNAS,54502248496.32,94500.0,1999-11-08,"Charter is the product of the 2016 merger of three cable companies, each with a decades-long history in the business: Legacy Charter, Time Warner Cable, and Bright House Networks. The firm now holds n..."
CHW,Calamos Global Dynamic Income Fund,,,stocks,XNAS,441302914.17,,2007-06-27,Calamos Global Dynamic Income Fund operates as a closed-end management investment company. The company's investment objective is to generate a high level of current income with the objective of capita...
CHX,ChampionX Corporation,3530,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",stocks,XNAS,4805057430.1,7100.0,2018-04-27,"ChampionX provides chemical solutions and equipment for onshore and offshore oil and gas production. Its engineering expertise spans the well lifecycle, but the firm maintains a particular focus on th..."
CHY,Calamos Convertible and High Income Fund,,,stocks,XNAS,843770662.5600001,,2003-05-28,"Calamos Convertible & High Income Fund is a diversified, closed-end management investment company. Its objective is to provide total return through a combination of capital appreciation and current in..."
CIBR,First Trust Exchange-Traded Fund II First Trust NASDAQ Cybersecurity ETF,,,stocks,XNAS,,,,
CIGI,Colliers International Group Inc. Subordinate Voting Shares,6531,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),stocks,XNAS,6411469567.900001,22940.0,1995-01-20,Colliers International Group Inc provides commercial real estate professional services and investment management to corporate and institutional clients across different countries around the world. Its...
CINF,Cincinnati Financial Corp,6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNAS,23284548781.7,5624.0,1972-06-01,"Cincinnati Financial Corp is a property and casualty insurance company that generates income through written premiums. A select group of independent agencies actively markets the company's business, h..."
CIVB,"Civista Bancshares, Inc.",6022,STATE COMMERCIAL BANKS,stocks,XNAS,341264393.28,520.0,1994-04-06,"Civista Bancshares Inc is a financial holding company. Operating through its subsidiary, it engages in the business of community banking. Its business activity involves collecting customer deposits, m..."
CLAR,Clarus Corporation Common Stock,3949,"SPORTING & ATHLETIC GOODS, NEC",stocks,XNAS,134790402.23999998,470.0,1998-05-27,"Clarus Corp is a designer, developer, manufacturer, and distributor of outdoor equipment and lifestyle products focused on the climb, ski, mountain, sport, and skincare markets. The company operates t..."
CLBK,"Columbia Financial, Inc. Common Stock",6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNAS,1486823539.37,755.0,2018-04-20,"Columbia Financial Inc is a federally chartered savings bank that serves the financial needs of depositors and the local community as a community-minded, customer service-focused institution. It offer..."
CLBT,Cellebrite DI Ltd. Class A Ordinary Shares,,,stocks,XNAS,3979992430.44,1167.0,2021-08-31,"Cellebrite DI Ltd is an Israeli digital intelligence company that provides tools for federal, state, and local law enforcement as well as enterprise companies and service providers to collect, review,..."
CLDX,"Celldex Therapeutics, Inc",2835,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,stocks,XNAS,1375024731.1100001,186.0,1986-05-15,Celldex Therapeutics Inc is a biopharmaceutical company. It is focused on the development and commercialization of several immunotherapy technologies and other cancer-targeting biologics. The company ...
CLFD,"Clearfield, Inc.",3661,TELEPHONE & TELEGRAPH APPARATUS,stocks,XNAS,540790145.0,400.0,1986-08-07,"Clearfield Inc mainly designs, manufactures, and distributes fiber protection, fiber management and fiber delivery solutions for communications networks. It provides a various products including coppe..."
CLIK,Click Holdings Limited Class A Ordinary Share,,,stocks,XNAS,15751296.0,,2024-10-09,"Click Holdings Ltd is a human resources solutions provider, specializing in offering comprehensive human resources solutions. It is focused on talent sourcing and the provision of temporary and perman..."
CLMT,"Calumet, Inc. Common Stock",2911,PETROLEUM REFINING,stocks,XNAS,1207503291.8,1630.0,2006-01-26,"Calumet Inc is a producer of specialty products, including base oils, specialty oils, solvents, esters, and waxes, as well as a variety of fuel and fuel-related products, including asphalt and heavy f..."
CLNE,Clean Energy Fuels Corp.,4932,GAS & OTHER SERVICES COMBINED,stocks,XNAS,422075457.65,577.0,2007-05-25,"Clean Energy Fuels Corp is a natural gas marketer and retailer operating in the United States and Canada. The company supplies compressed natural gas, liquefied natural gas for the United States (U.S...."
CLNN,Clene Inc. Common Stock,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,37907192.339999996,76.0,2020-12-31,"Clene Inc is a clinical-stage pharmaceutical company pioneering the discovery, development, and commercialization of novel clean-surfaced nanotechnology (CSN) therapeutics. It is focused on the develo..."
CLOU,Global X Cloud Computing ETF,,,stocks,XNAS,,,2019-04-16,
CLSK,CLEANSPARK INC,6199,FINANCE SERVICES,stocks,XNAS,2843151822.72,270.0,2011-04-11,"Cleanspark Inc is a bitcoin mining company. Through CleanSpark, Inc., and the Company's wholly owned subsidiaries, the company mines bitcoin. The company entered the bitcoin mining industry through it..."
CLSM,Cabana Target Leading Sector Moderate ETF,,,stocks,XNAS,,,2021-07-13,
CLYM,"Climb Bio, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,90551527.78,18.0,2021-08-10,"Climb Bio Inc is a clinical-stage biotechnology company developing therapeutics for patients with immune-mediated diseases. its product candidate, budoprutug, is an anti-CD19 monoclonal antibody that ..."
CMCO,Columbus McKinnon Corp/NY,3531,CONSTRUCTION MACHINERY & EQUIP,stocks,XNAS,462410659.84999996,3478.0,1996-02-23,"Columbus McKinnon Corp is a designer, manufacturer, and marketer of intelligent motion solutions, including motion control products, technologies, automated systems, and services that efficiently and ..."
CMCSA,Comcast Corp,4841,CABLE & OTHER PAY TELEVISION SERVICES,stocks,XNAS,129186155874.20001,182000.0,1973-01-02,"Comcast is made up of three parts. The core cable business owns networks capable of providing television, internet access, and phone services to 64 million US homes and businesses, or nearly half of t..."
CME,CME Group Inc.,6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",stocks,XNAS,96702403395.75002,3760.0,2002-12-06,"Based in Chicago, CME Group operates exchanges giving investors, suppliers, and businesses the ability to trade futures and derivatives based on interest rates, equity indexes, foreign currencies, ene..."
CMPO,"CompoSecure, Inc. Class A Common Stock",6199,FINANCE SERVICES,stocks,XNAS,1424264499.84,1007.0,2021-12-28,CompoSecure Inc is engaged in designing and manufacturing premium financial cards. The Company's metal payment card technology and Arculus security and authentication capabilities deliver premium bran...
CMPR,Cimpress PLC Ordinary Shares (Ireland),2750,COMMERCIAL PRINTING,stocks,XNAS,1150643205.0,16000.0,2005-09-30,"Cimpress PLC invests in and builds customer-focused, entrepreneurial, mass-customization businesses for the long term. Mass customization seeks to produce goods and services to meet individual custome..."
CMPS,COMPASS Pathways Plc American Depository Shares,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,436933386.51,166.0,2020-09-18,Compass Pathways PLC is a mental health care company dedicated to accelerating patient access to evidence-based innovation in mental health. The company is motivated by the need to find ways to help a...
CMTL,Comtech Telecommunications,3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,stocks,XNAS,74663968.02,1468.0,1988-01-22,"Comtech Telecommunications Corp is a provider of modern communications solution incorporated in USA. The company is engaged in designing, developing, producing and marketing products, systems, and ser..."
CNCK,Coincheck Group N.V. Ordinary Shares,,,stocks,XNAS,684159970.98,,2024-12-11,Coincheck Group NV is a digital asset trading service company. It operates multi-cryptocurrency marketplaces and crypto asset exchanges in Japan and marketplace and exchange platforms on which diverse...
CNDT,Conduent Incorporated Common Stock,7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNAS,440177975.36,56000.0,2016-12-13,"Conduent Inc acts as a provider of business process services with expertise in transaction-intensive processing, analytics, and automation. The company provides industry-focused service offerings in g..."
CNOB,Center Bancorp Inc,6022,STATE COMMERCIAL BANKS,stocks,XNAS,1162283368.75,493.0,1995-02-01,"ConnectOne Bancorp Inc is a community-based, full-service New Jersey-chartered commercial bank. Substantially all loans are secured with various types of collateral, including business assets, consume..."
